comments,labels
我不懂 但我笑了 比较打动我的是那几个用特别浮夸老套的手段想把李焕英拍美的dolly in镜头 可能是因为那一瞬间和贾玲共情了 居然起了鸡皮 太好了 这样的真情并没有因为年龄增长而打动我 归来我还是那个脱离社会的装逼少年 ,2
 年月日 太原 等 艺术影院 七号厅  普通,2
 星 看后 第一感觉 就这 但转念一想 存在即合理 毕竟 李焕英是一拖二 剧情讲亲情 很多人都带着父母去看 但 当爹的有点尴尬 咋 主题是讲你妈不跟我就幸福吗 哎 害  笑点基本都在预告片里 到底是穿越还是梦呢 我觉得梦更合理 毕竟对去世的亲人能记住的大部分都是他们的好 在梦里还会有所美化  阿姨和妈抢书包那场戏尴尬到挠头 哭戏不是哭出来就好 没有层次  乔杉哥 颜值担当  说句题外话 贾玲的生存方式充满了中国式智慧 你不会看她去做什么出格的事情 相反有一些迎合的意味  ,2
虽然毛病不少 但大过年一个人在北京看这个太难受了 ,0
不特写牺牲 不歌颂伟大 只是在那最后的十分钟 开启了上帝视角的成长片段 一点一点拼凑出了母亲的爱 这种感同身受的真挚 很轻易地就能触碰到每个观众内心最柔软的部分 ,2
最后那一下可以 其他就有点尬笑,2
穿越的极不真实 很零碎的支线 最后的反转很不错 不过本片除了真情实感的煽情戏确实也没有其他亮点了   ,0
感觉贾玲给自己拍了一个好妈妈来治愈自己 其实真的妈妈就是那个回头说 你怎么从来让我这么失望 的妈妈吧 到后面几乎有种报复的快感  我长成这么丑这么没用的女儿了 你快看 你看你死了我就拍一个我想要的你来取代你 我终于可以彻底操控你 想让你多爱我就多爱我了 妈妈 ,0
真情实感 反转出其不意 但后边的闪现过于直白 反而削弱了表达 ,0
后半段失控的演技和卖弄滥情 尴尬的价值观以及依旧是段子一样的小品 给三星因为其他的更次  对比这个还算是有个故事  ,0
冯巩一出场 没有不煽情 一个从来没有读懂母亲的女儿在有钱后追悔莫及拍的赎罪片 不管从剧情还是拍摄手法都是最普通那种 ,0
虽然赚了我很多眼泪 但是其实作为电影没有那么好,1
一般般 票房只是因为疫情需要原地过年 大家憋疯了 只有电影院这么一个休闲处 ,0
过誉了不至于昂,0
母亲的伟大  前段搞笑 后段感人   整体剧情中庸 ,0
整个电影都是为了最后那分钟的隐蔽视角揭示 穿越到过去与家人相遇 这样的故事总是有一个类似的结构 几乎成为类型 范式 贾玲好在有她的真情实感 ,2
分真的太高了  分吧最多了 这打分真的虚,0
热泪的狂欢 于我而言是紧张和失语的狂欢 比起感官刺激和形式娱乐 此片更是一种隐匿在潮流中 对于时代之疲倦的一次慰问 一场集体围绕 以爱之名所谱写的舞曲 但它也是极具个人情绪表达的作品 借情怀代入以真情淡出 强烈的作者性和较为生硬的表达形式下 注定了它也是一场良性的大众狂欢 而每当自己随波逐流在这样的浪潮中 不免还是有些遗憾 ,2
由贾玲导演 献给自己已去世妈妈一部影片 老套穿越剧情 笑点少之又少 除了贾玲自己全片不停感动流泪 并没有太大火花 一部普普通通的影片 以全天下妈妈而煽情而引起大众共鸣 值得这么高分吗  一 是因为春节吗  二 是因为共同上映的电影差吗  三 是因为贾玲第一次当导演吗  四 是因为电影真情流露吗  五 全网一质好评如潮 为什么  对于第一次当导演相声小品演员贾玲 能拍出如此剧情电影 算是比较厉害了 毕竟第一次吗  但是 我觉得并没有达到所宣传评价那么厉害 那么棒好吗   ,0
喜剧思维依然是小品的 作为第八百多部穿越国产片它跟 夏洛特烦恼  乘风破浪 之流的区别就是情节设置始终保持着很好的方向感 情感牵引力  不为低俗而低俗 不因坏品味而自得 因此那些并不高级的包袱也有别于拼凑填塞的段子而不显得油腻 那些演员 打排球的几个女孩 除了陈赫以外选的都很符合年代气质 很不错 对于贾玲来说是上限了 ,2
 分 贾玲的心意可能比电影本身更加感动人 最后的反转还是很好的 妈妈即便知道可以改变自己的命运 也依然选择了女儿 印象最深刻的是妈妈发现女儿从天而降时 大喊了一声 我宝 就冲过去接她了 但还是有一些出戏的地方 过假的高中生扮相 分不清在哭还是笑的表情 以及张小斐瘦到让人心疼 ,2
贾玲付出了全部诚意 但并不是一部优秀的电影 ,0
GTS 细节 包袱还不错 就是差点火候 ,2
很遗憾 泪点高了之后看起来觉得有些尴尬 ,2
分 顶多   能看 但是点几真的有点夸张了 ,2
放大的小品 如果不是要走了陪老妈看 是不会去影院的 尴尬的是 老妈不喜欢大庭广众之下的催泪煽情 还是小品最感人 没有看过小品的可以自己去看 千万别带老妈 我妈不喜欢前面搞笑热闹 后面煽情催泪的小品气质  如果老妈老爸感情不好也不要去看 让老妈和自己自揭伤疤的滋味真不好受  演技太小品化了 和人潮汹涌没法比 节奏拖拉和人潮一样 人潮打分 这个就打 吧 唐探三分 ,0
前分钟都挺好 后面反转也不错 但最后分钟的煽情实在是太刻意了 反而哭不出来  星 能给妈妈量身打造一部爆款电影 是一件很幸福的事情 ,2
三星半 大过年本想高高兴兴 结果进去把眼睛哭肿 最后反转有点意想不到 加一星 但陈赫干嘛来了这是 扣半星 ,0
三星半 看得出来很用心在拍 对这种题材我也是没有抵抗力 ,2
朋友说很好哭 让我准备纸巾 我说我不是个多愁善感的人 看到二人在饭馆那段我以为行将结尾不过如此 结果我大意了 没有闪 最后揭示真相那里再不流下泪来我就要把舌头咬破了 ,0
最后强行煽情看得我很尴尬 ,0
哭也哭了 但从电影的角度 只有星 不可能因为春节档烂片多给星啊,0
前面的包袱有的不好笑 后面的亲情打动了我 最赞说的好 ,2
过于简单 人物都太不像人 只有沈腾角色有点人味儿 他表演还是可以的 一边被煽情落泪一边内心在翻白眼这种体验我真的不想再有了 一边觉得女性创作者真诚的表达在国内大屏幕太稀有 一边也明白正因为它被规训得很顺溜所以才能出圈 被广泛认可 视听上实在也没啥可说的 除了穿越时的染色还有些新意吧  也就只能关注这些话题了 ,0
三星到三星半的长篇煽情小品 带爸妈去看 他们没哭我哭了就有点尴尬,1
一度想唐探我都温和地给了三星 这片情感立意如此朴素 起码该给四星 可我确实觉得不感人 还是打个中庸立场的分吧 好多情节和 夏洛特烦恼 一样 故事和拍法也不比唐探高明 甚至很像 都是先一股脑搞笑 后面一个反转诉情 这是春晚小品的经典套路 最后那十多分钟反转 就像央视亲情宣传片 但胜在妈妈喜欢女儿 只要她健康快乐就好这个情感落脚点 不感动我的原因是 它真的触碰到了我的家庭的痛点 即子女都不能给父母争到面子 父母生活在失望和嘲笑中 我不愿以片中的方式去看待 处理这样的家庭存在的矛盾 电影里母亲和女儿都是乐观积极的 这样没什么不好 但同时它也回避了问题 所以它的大部分情节都和现实 和亲情无关 只在反转时赋予前面情节以母女情的意义 ,0
剧情有点老套 亮点在于 妈妈也可以做自己 成就自己 而不是被困于母亲的身份 我的妈妈爱我 我就是她一辈子的事业 但是令我窒息,2
喜剧很难 即使做到这样真诚 在我看来仍是不高级的硬煽情 ,2
  長片處女作加一星  你好 李煥英 並不是以李煥英為中心出發敘述的電影 而是直接講述了一段 至少中國人相對熟悉的 補償故人 彌補遺憾的故事 通篇闖關型的編劇策略 圍繞的就是一個任務  讓我媽高興一次  集結女排隊伍 撮合歡迎光臨造成的幾次尷尬 這樣甜點式的段子集合 觀看感受大多不錯 除了二人轉  但無法使電影更好 最後半個小時賈玲無法控制的淚水 是反轉的奏效 也是觀眾和創作者對現實生活的無奈 我不認為 李煥英 承載了女性主義 李煥英在片中其實沒有什麼人性部分的描寫 她始終一個形象 尤其是在年  一個樂觀 堅強 自信 寬容的完美女性 母親 形象 這個形象無法承載女性主義  但是賈玲作為中國乃至世界在票房上 即將 最成功的商業導演 對女性主義的意義更大 這個市場的男性視角太泛濫了 ,1
结尾在那哭的烦死我了  ,0
一位喜剧演员在表演小品時的笑点可能是故意设计的 但在荧幕上的泪奔确真实感人 ,2
很难说是一部很好的电影 但是是很成功的电影 来源于贾玲的真实经历  打我有记忆起 妈妈就是个中年妇女的样子  看到这里 作为一名中年妇女终于抑制不住地泪流满面 虽然大部分时间都在搞笑 我也get不到笑点 就觉得很蠢很尬 看了个春晚小品plus 或者很多个拼凑起来的小品 人物情节什么的通通没有立起来 真正的喜剧电影不是靠台词抖包袱 但靠着最后分钟的情绪爆发和真情流露 贾玲确实做到了 ,2
看电影最大疑惑 走老路  只要我宝儿健康快乐就好  和走新路 假设贾晓玲成功改变过去 让李焕英嫁得更好 女儿更优秀 未来聚会上更有面子 真的有差吗  爱是动人的 但暴力的一面不能就这样无视 ,0
令人感動的只是賈玲對母親的心 僅此而已    電影拍得太稚嫩了    強行搞笑 一點都不好笑 如果我不知道這是專門為媽媽拍的 那真的更是一絲感動也蕩然無存了   我個人是淚點低 笑點高的人 但是我沒哭   ,0
笑点节奏挺好的,2
真挚感人 但是真算不上好看啊,0
还行吧 撞车穿越桥段瞬间想到乘风破浪 剧情编排还不错 但是贾玲哭戏是短板 而且回忆里父亲是空白 二刷后张小斐顺眼了些,2
我是玲儿xs 以及不要再body shame了 即使你在自黑,0
逻辑崩 煽情手法有些俗套 但是温情片鲨我 ,2
不吃亲情这一套,2
青年和中年的妈不太像但却能让人相信是一个人也挺难得的 张小斐的眼中处处透着慈祥 细节好评 艺术创作者用家庭 家人作为灵感来源是常事 贾玲处理得挺好的 情感很真挚 ,2
我也无数次的想穿越回我妈生我前的那几年 可我知道 与其再幻想 还是现在对我妈更好点 毕竟从小一听 世上只有妈妈好 有妈的孩子像块宝 ,0
不是说这个故事不好 或者吹毛求疵的和大家拧巴 怎么说呢 就是电影和真情有的时候是需要刻意的分开看的 从电影角度故事是合格却平庸的 这种故事乃至于大家说的意外反转 都不新颖 也没有那么神乎其神的创新 就是一个电影版的豪华版小品 所有那些巧妙的填充 多给几个开心麻花或者大碗娱乐的编剧 完善掉这些细节没有什么问题 但反过来看优点也很突出 因为就是贾玲自己的真事 所以不论从表演角度 还是怀念角度 演的再好不如真情实感 完成这个作品来和妈妈告别也无可厚非 特别是几场哭戏 别人都是努力演好 贾玲完全是毫无保留的真哭 不过这种明显投资方是拿这事来作为卖点要的就是靠眼泪来赚钱的行为 对于贾玲的本次成功来说 仅仅也是只此一次 下不为例了 大过年的 被这么硬挠软肋而流泪的事 回头细想 挺让人不爽的 星  ,0
虽然我泪洒电影院 但是一般 因为我看啥都会哭 穿越梗和亲情牌我已经倦了 ,0
如果说 唐人街探案 是将电影媚俗化  人潮汹涌 将电影舞台化 那么贾玲的这部处女作就是将电影小品化处理 将小品颁上大荧幕确实是新鲜的 但贾玲作为小品演员出身的她 只是将小品中的各种元素情节包袱硬生生的 拉长 而导致了情感体验上的疲惫与过火 最后冗长的煽情更是 虚实不一 可以看出 实 是真实经历后所流露出的情感 而 虚 则是在于被粗俗包装的拍摄手法 看得出贾玲在作品中再一次倾付了所有真实的感情与情绪的触发 正因为如此也迎合了春节档的观众需求 但也逐渐失去了作为电影本身该有的影像味觉 未来商业市场下的春节档 电影 又该何去何从 ,2
足够感人 足够催泪 我甚至觉得贾玲的哭戏根本不是演得 而是真情实意的流露 可我又没法忽略电影里的逻辑问题 小品式的喜剧模式以及那些没有说服力的情节点 一方面 电影光靠真诚是不够的 另一方面 有时候电影靠真诚是可以 哄骗 大众的 大过年的 谁还在乎什么逻辑问题呢 跟母爱较什么真儿呢 ,2
贾玲是用了真感情的 很难不打动人 年的场景还原的挺好的 中间的节奏比较拖沓 有一个bug 年考大学的时候还没有一本这种说法,2
贾玲至少还能为母亲拍一部电影作为纪念,2
我觉得评分真的有点虚高了 就很中规中矩的一部电影吧,0
电影院里后面的姑娘哭的要抽过去了 我想 大概是她想妈妈了吧 ,2
作为贾玲的处女作来说 算挺不错了 笑点也蛮多 但是后半段的反转煽情部分还是脱离不了现在中国电影经常会犯的老毛病 用力过猛    在我看来如果用温暖平和的方式处理这个结尾会比撕心裂肺高明的多 ,2
只有贾玲能拍的电影,0
无功无过 不是春节档不会去电影院看 个人不喜欢结尾煽情的喜剧 我如果想看煽情我会去看其他片子 而不是在喜剧里找泪点 ,2
虽然细节经不起推敲 完成度挺好的 也真实地看哭了 总比被唐探拿走春节档第一要好 我能理解贾玲想放太多东西进去的心 因为都是这些年心心念念的想法 要对妈妈更好一点儿 ,2
如果小品是分的话 电影是三星半  分 票价 有点贵 ,0
喜剧部分我没有怎么笑 总感觉沈腾的角色只是个搞笑的工具人 游离在情感之外 李焕英和贾玲穿越之后的爱情线没有火花 让我无法代入 导致总是出离剧情 亲情线还是比较完整的 尽管导演技巧有些薄弱 但好在真诚 后面的反转是个好的催泪点 不过我还是没有共情进去 ,2
挺一般的,0
很真诚 前面好好笑 但后面煽情过度 太用力了 小品痕迹比较明显 ,2
不知道怎么说  也不是每个人都可以做导演的 ,0
渐变的色彩 消逝的时光 母女二人共拥的记忆 贾玲用电影的方式写给妈妈的情书 果然影像是最能且最有效调动观众情感的桥梁 唯一不足的是 我们不能把催泪或者感动当成电影的评价标准 真正的情感 应该是让观众去体会 去感悟和去参与其建构 而不能一味地去灌输和煽动 ,2
双穿的反转让我想起 不能说的秘密  从电影开始贾玲眼里就太悲伤了 以至于让她的表演少了很多层次 张小斐很牛 一个被小品耽误了的演技派 总的来说不是完美的剧本 但是完美的情感 那句 我宝 真的很好哭 ,2
前半部分展现年代的生活还蛮精彩的 后半部分有点像想见你那个套路 不如 真相 里的那个戏中戏 那对穿越时空的母女,2
我爱你是会留下痕迹的 ,2
挺好看的 我是什么时候被感动的呢 大约是开场三分钟中年母亲推着自行车回过头露出笑容的那一刻 中间的喜剧段落比较平庸 狭小的舞台和中近景为主的镜头依然能看出小品改编的影子 仔细一想 多数母亲都只是希望孩子健康快乐 那么多的期待和压力的源头其实并不是家庭 只不过我已经被社会异化了 不得不强迫自己艰难前行,2
是很真挚的 最后几个人生片段的闪回很难让人不破防 但是看到李焕英坚持在雪天里走路回家的时候我出戏了 我知道在影视创作中这一幕精准有效 可是能不能不要再给妈妈强加 艰苦朴素 的标签了 家庭条件允许的情况下 妈妈想打车就应该打车 也可以买好看的衣服包包 希望大家看完电影哭完之后 能够多为妈妈花钱 让她过得好一点 ,2
略略老套的剧情,0
优秀小品三流电影,2
我喜欢贾玲和沈腾 但是这部电影    在我看来真的毫无触动点 也许是太多期望 导致比较失望吧 有人肯定会反驳了 这是玲儿第一次拍电影 自然有瑕疵 可是选择做电影人就应该对得起票房 而不是想煽情却连我这个泪点低的人都无法感动到落泪 过于平缓没有转折点,0
确实真挚动人且有共鸣 也承认最后真的落泪 可这片从头到脚真的很不电影 穿越做梦此类老梗暂且不提 整部电影就像是加长版的小品或舞台剧 人物的台词动作神态表现力全部属于饰演他们的小品演员们 非贬义 而并非人物本身 而打动大家的也是作为每个人最基本的感情和共鸣 了解贾玲创作背景后当然还有和现实当中的互文  又并非影像陈述和故事本身 而结尾的催泪大炸弹此时也像小品中的最大包袱 但的确达到效果 电影技法上更也无甚可说 但情感确确实实相当真诚掷地有声 ,2
行不行 全靠同行衬托,0
王琴的桥段可以再加一点啊,2
唯一称得上不错的桥段就是沈腾与贾玲的二人转表演 这一段落至少成功将八十年代群众普遍僵化的审美状态 潜意识里仍旧崇尚的苦难叙事与革命口号式的集体鼓舞以一种略带黑色幽默的方式呈现了出来 而结尾声泪俱下的煽情戏码几乎是贾玲自身作为电影权力掌控者自顾自怜的情感宣泄 虽然创作者无疑有着进行自由表达的权利 但这并不意味着这种真诚但毫无节制地以粗暴物理式感动来冲刷观众内心的手段值得被认可 ,2
可以看出来贾玲很想妈妈 看到后面 四周的抽泣声很多 旁边隔座男人哭的还挺伤心,2
一颗星给我爱的张小斐 一颗星给贾玲对妈妈的爱 一颗星给李焕英 你一直默默守护着你的女儿 让这部拍得其实很一般的电影 在春节档获得空前胜利 但是 贾玲 希望你有一天能打磨出真正感人至深的母女情 以及如何在荧幕前更好的展现与表达逝去亲情的情感 让没有过此经历的观众也能瞬间被击中生死之痛 这才是真正的佳作 期待那一天的到来  妈妈 你在我记忆里 一直是那个年轻的 一头乌发的你 我并不想总是悲伤 因为我坚信 只要我想你 你就随时可以出现在我身边 因为我从不相信死亡 ,1
故事完整 就是没有想象中的好,2
结尾反转加分,2
喜剧部分做的不错 倒不是笑点有多么密集或者高级 是亏了几位脸熟又卖力的喜剧演员和观众之间长期培养的默契 亲情部分渲染得没有节制 怼着镜头的煽情太多了 母女共同穿越回过去似乎也没有达到 原来如此 的效果 这个片子口碑节节攀升 在于真人情感的真诚表达 吃相好看 以及同春节档的电影要么剧情催眠 要么质量过于拉胯 对节日献礼主旋律影片统统没有艺术期望 看了个欢乐末场 也心甘情愿掏了打车费 不过 分高了  左右才合理 ,2
哎 贾玲儿哭得太真了 完全就是人只有对妈妈才有的那种哭法 想给她摸摸毛 ,0
可能我真的冷血吧 没戳中我的泪点  从电影技法的角度讲 一般 最后的煽情方式参考了 开心家族  但表达水平相差太大 悲剧应该克制 而不是用个人情感催着大家哭 想一想 寻梦环游记 里的哭点是怎么表现的 看得出来贾玲想表达遗憾 但用电影讲故事应该是平地起楼 而不是空降大厦  但欢迎这样的电影多一些 毕竟它真诚 ,0
相声出身的导演很容易把喜剧题材变为电影版traumatic pun hlines standup  庆幸这是一部可爱且有态度的个人电影 女性视角下的生命力与美好令人侧目 想象一下吧 如果性转穿越 岂不是家兄酷似老父亲 一对沉默寡言人 丧偶育儿 一起阳痿  为很多李焕英失去的个人人生唏嘘 走出影院我妈第一次跟我讲 外婆当年考上了大学但被她后妈替换下来 才意识到只在新闻报道里出现的受害者其实同我share一种mtDNA  还是谨记 世界要你去努力去考取功名 但是真诚才是最大本领  ,2
这个看起来并不新鲜的穿越故事 源自贾玲的真实经历 我带着妞和母上大人坐在电影院里的时候 我竟然把口罩都哭湿了 同时身为女儿和母亲的我 身旁坐着女儿和母亲 电影替我说出了很多平时我无法说出的情感 感谢贾玲给了我这样一次难得的仪式感 这年头适合陪父母进电影院的电影实在是难得稀贵 虽然我个人觉得最后哭着求李焕英不要走的段落可以处理得更克制 但一位早年丧母的好友告诉我 她在这段几乎哭到窒息 她说她理解贾玲 因为这是她们最深的遗憾 必须对母亲当面说出这句永远没机会说出的话 她说她这辈子都没有贾玲这样的勇气去直面伤痛 我瞬间觉得自己的评头论足狭隘而又肤浅 贾晓玲的跨界之作 值得一次掌声 ,2
感情真挚  才华不足,2
前面几个小品 最后集中煽情 结尾交代母亲先穿越时甚至有种在看惊悚片的感觉 ,2
看得出来 贾玲确实是带着真诚与朴素来拍的 子欲养而亲不待的真实遗憾也让人共情 但有些煽情总觉得刻意 笑点完全没有戳到我 电影故事本身也很简单 春节档营销太多了 可看 但我更希望中国电影工业化之路能被更多人重视和尊敬 ,1
剧情普通的煽情戏 其实我觉得故事性不如唐探 ,0
夏洛特烦恼在满足屌丝心态 这喜剧至少讽刺了一点官僚主义 满足的是孝女心 只是满足的方式很可悲 靠结婚改变命运 而不是借此理解母亲的一生 看下来 母亲的一生非常模糊 看不出性格来 相比之下  奇怪的她 对母亲的刻画更加动人 ,0
好像评分给的预期有点高了     感动的点有 可全片看下来好像就那样啊,2
初四和妈妈一起去影院 妈妈没我感动并抛出个问题 为什么贾玲穿越年龄没变而妈妈变年轻了 贾玲有点像大鹏一开始拍电影 总想找明星露脸客串 其实不用的 ,2
三分半到四分之间    非常诚恳 却并算不上十分优秀吧,1
不要在贺岁档强行煽情了,0
沈腾是越来越像贾玲了 ,0
这是电影 我们纵使可以接受个人化情感的宣泄 也不能原谅导演表达和情绪的失控 ,0
看完电影 又逛了一圈豆瓣 发现评论里有些一星的用户被骂的很惨 感觉豆瓣的风气越来越怪了 不应该是每个人看完之后 可以在豆瓣表达自己的感受吗 为什么还能出现骂人的话或者诅咒别人 这样真的好吗 ,0
可能是正好在我的哭点上了 从第分钟我就会不自觉的流泪 好可怕的电影,0
很好 直到陈赫出现 把一切都毁了,2
张小斐这是要火了吗 前面是挺搞笑的 不过感觉很多宣传图上的内容没看到啊 ,0
带着好评滤镜看的 一开始独白有点感动了  两位女主演搭戏有种在看小品的感觉  很多有名演员出现  有股子 请回答 那味儿  还有综艺 小品 话剧大杂烩的感觉 就没有了  失去过至亲 但也带入不了剧情 没啥感动的点 其实   冯巩对徒弟真好 ,2
女性视角下的 夏洛特烦恼  也许在华语影史上不会有多大的贡献 或者根本没有电影感 但贾玲用她的诚意 让观众与这些影像片段有了共情 这也就够了 ,2
抖音式反转符合时代特点 开头刚考上大学 结尾就能买跑车了 最极简的穿越方式 确实催泪 沈腾的戏份加起来也不比分钟多多少,2
没什么亮点 故事情节很普通 有种看电影版小品的感觉 布景也很廉价 可能主要是演员比较讨喜 又碰上春节档 所以才能得到大家的垂爱吧 否则我是真的不懂为什么会那么高的票房 ,0
总的来说就是个小品连在一起 但是 我宝 那一下我就哭成狗了,0
期待过高 喜剧没有特别引人发笑 而催泪点也未能打开泪腺 贾玲的哭过于嚎啕 显得不够悲 虽然结尾的反转确实更加凸显母亲对子女的爱 但这难道不是一厢情愿 也不过是贾玲心中的母亲罢了 作为处女作 能如此流畅地讲清楚故事也是难能可贵 所以给三星半 ,0
没哭 没笑 感觉不配这么高的分,0
贾玲演得真的不错 感情好真挚 但 不好笑 也不好看的 但和自己妈妈一起看看玩 也不算浪费了票钱   ,2
带全家人看电影  我看哭了  老梁不太理解  是哪个点让你觉得感动呢   我妈说  网上都说看哭了 我怎么一点不想哭 最后我快看睡着了   我爸说  这破电影居然拍了两个多小时   婆婆说  电影里最让我触动的一句话是  下辈子你做我女儿  算了 你们根本不懂   公公的想法他没说 我没问 ,0
作为导演处女作而言有一些可圈可点之处 真情实感是动人的 但小品串联外加催泪戏码  甚至是就在镜头前嚎啕大哭逼你感动 这是否还能叫电影 之前某方放出来 沈腾戏份极少陈赫才是主角 的说法现在看来是不属实的  两人戏份都极少 某种意义上算是好事 ,0
跟同期影片比起来还不错 现在这年头 想看一部真正的电影应该在家看手机而不是到影院,2
短短两小时就不必重复回忆了吧 挺感人的但最后有点嚎过了 ,2
我们和父母首先都应该是独立的个体 从贾玲要开始干预母亲的择偶选择就看不下去了 刚开始看不懂她妈为什么这么精分 朋友点醒我说她就是想要yy她妈的认可才会拍出这电影来 内涵ucla逻辑也不对啊 国内的话家长明明觉得只有上了清北才有面子,0
没有太感动 因为我妈更不容易 对我的爱更多,0
个人执念太深 小品更好看一点,2
三 半 只是电影的话  嗯 综合看还是给个  当个春节爆米花电影还是可以的 只是可惜沈腾戏份不够多 剧本有点过于 道德绑架 了 有强行煽情了 但是bgm跟剪辑配合的特别好 值得 半的一 半 ,2
就还好吧,0
片子还行 但我实在很反感强行煽情,0
返老还童未必会选择原来的老公小孩吧 双穿还是可以的 海报这三人的关系着实没想到 带了一包纸只用了两张 ,1
 庄稼人家好 孩子自己好  母亲如是说 贾玲真诚地把中国式母爱再一次呈现在大家面前 个中滋味还得各自去品 前半段叙事不似穿越更像是濒死体验中母女意识的一次重逢 埋的包袱抖出来之后狂煽不止有些过但也情有可原 毕竟导演要的就是这种 哭吧哭吧不是罪 的效果 知道歌曲 我们的生活充满阳光 和 路灯下的小姑娘 以及 电影票单双号 梗的又暴露年龄了,2
这真算不上一部电影 但没办法 人家有命,0
很真诚 中间的喜剧部分无聊 ,2
   耀莱影城 好久之前买的午夜场 都搞忘了 犹豫半天还是冲一冲 期待一下 后面反转和煽情挺不错的 也有点反套路 骗了一波眼泪 这就是真诚的故事本身吧 但是前分钟的喜剧部分 我没笑出来 所以就  ,0
这是才华不足但真诚可以弥补的例子  爸妈都看得很开心,2
评分超出预期 说几点遗憾  母爱是很伟大 但母爱不是女性的全部 如果电影更多的表现母亲自己被忽视的光彩 而不只是强调母亲的牺牲 我会更喜欢这部电影  只有让父亲隐身才能表现母亲的牺牲 某种程度上也许是现实 但我更希望一部送给母亲的电影里父亲不要缺席  我不希望我的女儿在看完这部电影后有内疚感 觉得我不快乐是因为她们 ,2
失踪的父亲和被绑架的母亲 身为编剧的贾玲最后还是让母亲因为母女亲情选择了和原来的那个人结婚 选择了和以往一样的人生 在去世多年以后 为贾玲奉献了一辈子的母亲终于又为女儿奉献了最后一回 当然 作为喜剧还是好笑的 ,2
 当你知道自己未来的路 那你是否还坚持当初的选择  从女儿的眼睛来看母亲的抉择 这个角度很动人 也是这部混乱交杂的电影最珍贵的部分 只是最后这点动人在最后被不断拉抻摊薄变得没滋没味 ,0
首先要清楚这是一个贺岁片还是喜剧片 贺岁片作为喜剧片子类 只要开心热闹 能把观众逗乐就行 并不需要以一种严肃的方式表达宏大主题 如果是喜剧片 那就是另一种要求 作为贺岁片 本片陷入了国内近几年小品都要最后硬讲道理的框架 作为喜剧片 也算现在难得的还真蛮好笑的长片 可惜流畅性和叙事性略逊冯小刚和开心麻花 这种融入个人情感经历的创作很容易陷入一种自我陶醉 大量过场空镜头和连接两个时代的胶片解说词拖慢了节奏 所营造出的幻境和怀旧感也并没有令影片比 夏洛特烦恼 更吸引人 but a nice try 希望贾玲可以继续拍下去 演员选得都不错 喜欢女主角 有年代感觉 沈腾已经到了不用 演 就很好笑的程度 贾玲演技还是有点 忙乎  但也算国内独一无二可以有卖萌这个加分项的喜剧演员 ,2
给贾玲导演 编剧 演员加一星,0
最后的反转我真的就触动了一下就再也没有了 整体还是不如吉祥如意和小伟这种更私人的影像给我触动 当然这部片在电影的层面就更没有可比性了 只有背后的真实故事算是真诚动人,0
小品电影,2
出远门的时候我妈跟我说 我不催婚不催娃 我只希望你能成为你想成为的人,0
原来片名 你好 李焕英 有这个深意 ,2
能看出来是贾玲和远方妈妈的对话 更是贾玲的自我救赎 虽然电影很一般 但我用脑补哭惨了 就各种自嘲我能心疼的泪崩 这种全片到尾的丧气自我否定又特别有共鸣 毛毛在边上问我  换你怎么选   能回到过去杀死自己应是最大的解脱吧  ,0
没有感动到我 可能是太理想化了 ,0
剪辑太弱,0
如果每个妈妈都希望自己的孩子 健康快乐就好了 ,2
 ,2
"中国电影就这样了吗 满怀期待 结果很是失望 和雷兄都看的拽瞌睡 可怕的是所有人都说好看 好哭 老公让我带好纸巾 结果我的纸巾在最后上厕所的时候才派上用场  笑点很迷 我觉得我不是一个哭点高的人 但是没有哭出来 真的  就很一般啊",0
被细节感动到 尽管不得不想除了呈现给我们的 没有呈现的可能更加多元化 ,2
就  也不是不感人 但总是没那个味道,0
贾玲可太不适合演哭戏了 ,0
有一種福報叫做叫聲爸媽 還有人應 身為子女用任何方式去表達養育之恩 去紀念或緬懷已故親人 其他人都毫無發言和評判權 母女情 真實事蹟會贏情感基礎分 撇開主題詞 前半部分就是看了接連的小品本 笑的部分比較穩 沒有先把自己逗樂 但親情趴就一般了 淚飆在人前 到了那個點悲從中來情難自已非常可以理解 但收不住就有點過分煽情了 回憶片段閃現意料之中 卻沒有那麼催淚 玲兒全程先於旁觀者陷入情緒 先把自己感動到不行 很難共情 張小斐笑容燦爛到可以驅散世間所有陰暗 行走的為母則剛 ,0
春晚小品式的包袱 真 春节档  家有喜事 遛喜剧演员,2
给真挚的感情 ,2
还好 最后贾玲哭得我反而没入戏了 ,2
C 新业坊  分 作为寄托对母亲思念的作品 纵使细节上小品杂烩感爆棚 所有煽情点基本都过度了 其内核依然是很真诚的 最后一重 揭示 很不错 可谓由衷的巧思 让寄托孝顺与 难得的  母亲没有我是不是会更好 反思的 圆梦之梦 翻转为 梦中之梦 或是 双人之梦  也抚平了前情的刻意与突兀 尤其 这重设计让李焕英在梦里对现实婚姻的辩护和对贾晓玲的安慰变得暧昧 似乎它们来自两者对否认现实价值的害怕 怕与劝慰是镜像的 不过我还是有点好奇这究竟是谁的梦境场所 贾晓玲还是临终的李焕英 不知道贾玲想过么 我这么想可能是因为 八十年代的刻板气氛和小品质感 似乎是八零后贾玲的认知和手艺的产品 看起来顺水推舟 如果剧作上梦的主建造师是李焕英 那一切就让人有点可惜 ,2
没有起伏 差点细节 感情真挚的小作文 这评分 算天花板了 ,0
